fit_set_key,sdt_filename,session_root,fit_folder,base_stem,b_val,shift_free,fixation_type,n_total,n_photon_ok,n_chi2_ok,n_amp_ok,n_tau_ok,n_taumean_ok,n_final,pct_final
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011,5,False,live,65536,65536,64709,65536,65013,65136,64435,98.3
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012,5,False,live,65536,65536,64166,65536,60568,65126,59527,90.8
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013,5,False,live,65536,65536,64446,65536,56280,64863,55357,84.5
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014,5,False,live,65536,65536,64650,65536,64106,64856,63261,96.5
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015,5,False,live,65536,65536,64456,65536,64684,64905,63630,97.1
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016,5,False,live,65536,65536,64750,65536,63708,65345,62980,96.1
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0017,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0017.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0017,5,False,live,65536,65536,64523,65536,59925,64398,59176,90.3
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0018,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0018.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0018,5,False,live,65536,65536,64070,65536,63022,64010,61781,94.3
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0019,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0019.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0019,5,False,live,65536,65536,64526,65536,57268,65365,56544,86.3
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0020,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0020.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0020,5,False,live,65536,65536,63938,65536,61280,65385,59896,91.4
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0021,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0021.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0021,5,False,live,65536,65536,64597,65536,59575,65474,58686,89.5
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0022,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0022.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0022,5,False,live,65536,65536,64701,65536,63466,65298,62497,95.4
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0023,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0023.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0023,5,False,live,65536,65536,64526,65536,59365,65018,58570,89.4
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0024,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0024.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0024,5,False,live,65536,65536,64538,65536,60918,64793,60117,91.7
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0000,3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0000,5,False,live,65536,65536,64647,65536,65433,65339,64450,98.3
20260508_KPC_live_on_SLIM::fitet-sz-c2-b5::3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0001,3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260508_KPC_live_on_SLIM,fitet-sz-c2-b5,3_KPCWTlive_740nm_3033mW_u1_poc0p2_20x0p75NA_475s50_g70_z1_256pix_basicFLIM_120f_0001,5,False,live,65536,65519,63323,65536,65535,65536,63312,96.6
