fit_set_key,sdt_filename,session_root,fit_folder,base_stem,b_val,shift_free,fixation_type,n_total,n_photon_ok,n_chi2_ok,n_amp_ok,n_tau_ok,n_taumean_ok,n_final,pct_final
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,5,False,live,65536,65536,65323,65536,65486,65536,65273,99.6
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,5,False,live,65536,65536,65364,65536,65479,65536,65307,99.7
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,5,False,live,65536,65536,65150,65536,65484,65536,65098,99.3
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,5,False,live,65536,65536,65086,65536,65462,65536,65019,99.2
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,5,False,live,65536,65536,65235,65536,65472,65536,65171,99.4
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,5,False,live,65536,65536,65103,65536,65345,65402,64956,99.1
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,5,False,live,65536,65536,65291,65536,65518,65536,65273,99.6
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,5,False,live,65536,65536,65073,65536,65468,65536,65009,99.2
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,5,False,live,65536,65536,65313,65536,65523,65536,65300,99.6
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,5,False,live,65536,65536,65342,65536,65404,65536,65213,99.5
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,5,False,live,65536,65536,65002,65536,65286,65536,64754,98.8
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,5,False,live,65536,65536,65291,65536,65442,65536,65198,99.5
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,5,False,live,65536,65536,65395,65536,65354,65351,65229,99.5
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,5,False,live,65536,65536,65261,65536,65196,65521,64916,99.1
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,5,False,live,65536,65536,65297,65536,65533,65453,65229,99.5
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,5,False,live,65536,65536,65471,65536,65536,65536,65471,99.9
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0016,5,False,live,65536,65536,65296,65536,65536,65526,65296,99.6
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,5,False,live,65536,65536,65406,65536,60761,65536,60678,92.6
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,5,False,live,65536,65536,65348,65536,61849,65536,61699,94.1
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,5,False,live,65536,65536,65277,65536,60160,65536,59952,91.5
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,5,False,live,65536,65536,64906,65536,58836,65137,58569,89.4
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,5,False,live,65536,65536,65274,65536,61153,65536,60978,93.0
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005,5,False,live,65536,65536,65103,65536,58339,65312,58072,88.6
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006,5,False,live,65536,65536,65430,65536,62849,65536,62762,95.8
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007,5,False,live,65536,65536,65331,65536,58160,65536,58036,88.6
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008,5,False,live,65536,65536,65454,65536,63379,65536,63321,96.6
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009,5,False,live,65536,65536,65308,65536,60949,65536,60751,92.7
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010,5,False,live,65536,65536,65268,65536,58035,65413,57863,88.3
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011,5,False,live,65536,65536,65414,65536,60512,65536,60423,92.2
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012,5,False,live,65536,65536,65322,65536,65351,65336,65277,99.6
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013,5,False,live,65536,65536,65421,65536,61608,65054,61519,93.9
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014,5,False,live,65536,65536,65359,65536,65020,65536,64854,99.0
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015,5,False,live,65536,65536,65491,65536,65527,65536,65482,99.9
20260530_KPC_live_on_SLIM::fitet-sz-c2-b5::6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016.sdt,20260530_KPC_live_on_SLIM,fitet-sz-c2-b5,6_BKOCO2_P10_5_live_740nm_3074mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0016,5,False,live,65536,65536,65372,65536,65520,65536,65356,99.7
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,5,True,live,65536,65536,65079,65536,65534,65458,65004,99.2
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,5,True,live,65536,65536,64786,65536,65536,65454,64709,98.7
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,5,True,live,65536,65536,64790,65536,65535,65536,64789,98.9
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,5,True,live,65536,65536,64718,65536,65536,65536,64718,98.8
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,5,True,live,65536,65536,64606,65536,65536,65536,64606,98.6
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,5,True,live,65536,65536,64774,65536,65536,65521,64766,98.8
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,5,True,live,65536,65536,65146,65536,65536,65536,65146,99.4
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,5,True,live,65536,65536,64995,65536,65536,65536,64995,99.2
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,5,True,live,65536,65536,64835,65536,65482,65431,64723,98.8
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,5,True,live,65536,65536,64962,65536,65375,65301,64732,98.8
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,5,True,live,65536,65536,65281,65536,65536,65536,65281,99.6
20260601_KPC_live_on_SLIM::fitet-sf-c2-b5::10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260601_KPC_live_on_SLIM,fitet-sf-c2-b5,10_KPCWT_145uL_live_740nm_3076mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,5,True,live,65536,65536,65270,65536,65536,65536,65270,99.6
